,original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik,tokenized_text,stopword_tokenized,stemming_text
468,pasti ganas bgt mainnya tante vero juara wot gue rasa nsampe cimed yg terkenal pelit parah dan kanibal sesama cinaknrela rogoh kocek dalemdalem buat enjotenjotan di hotel sporen matabelo,kaskus,0,1,0,1,"['pasti', 'ganas', 'bgt', 'mainnya', 'tante', 'vero', 'juara', 'wot', 'gue', 'rasa', 'nsampe', 'cimed', 'yg', 'terkenal', 'pelit', 'parah', 'dan', 'kanibal', 'sesama', 'cinaknrela', 'rogoh', 'kocek', 'dalemdalem', 'buat', 'enjotenjotan', 'di', 'hotel', 'sporen', 'matabelo']","['ganas', 'bgt', 'mainnya', 'tante', 'vero', 'juara', 'wot', 'gue', 'nsampe', 'cimed', 'yg', 'terkenal', 'pelit', 'parah', 'kanibal', 'cinaknrela', 'rogoh', 'kocek', 'dalemdalem', 'enjotenjotan', 'hotel', 'sporen', 'matabelo']",ganas bgt main tante vero juara wot gue nsampe cimed yg kenal pelit parah kanibal cinaknrela rogoh kocek dalemdalem enjotenjotan hotel sporen matabelo
469,grosir kartu kuota perdana tsel gbk xl gbk im gbk exis gbk for all gg join agen minat orderdm wa,instagram,0,0,0,0,"['grosir', 'kartu', 'kuota', 'perdana', 'tsel', 'gbk', 'xl', 'gbk', 'im', 'gbk', 'exis', 'gbk', 'for', 'all', 'gg', 'join', 'agen', 'minat', 'orderdm', 'wa']","['grosir', 'kartu', 'kuota', 'perdana', 'tsel', 'gbk', 'xl', 'gbk', 'im', 'gbk', 'exis', 'gbk', 'for', 'all', 'gg', 'join', 'agen', 'minat', 'orderdm', 'wa']",grosir kartu kuota perdana tsel gbk xl gbk im gbk exis gbk for all gg join agen minat orderdm wa
470,harus siap dimaki maki pak siap di usir klo jumat siap dibilang umat setan siap dibilang kafir belum belum sudah di takar keimanannya sama fadli zon,twitter,0,0,0,0,"['harus', 'siap', 'dimaki', 'maki', 'pak', 'siap', 'di', 'usir', 'klo', 'jumat', 'siap', 'dibilang', 'umat', 'setan', 'siap', 'dibilang', 'kafir', 'belum', 'belum', 'sudah', 'di', 'takar', 'keimanannya', 'sama', 'fadli', 'zon']","['dimaki', 'maki', 'usir', 'klo', 'jumat', 'dibilang', 'umat', 'setan', 'dibilang', 'kafir', 'takar', 'keimanannya', 'fadli', 'zon']",maki maki usir klo jumat bilang umat setan bilang kafir takar iman fadli zon
471,teroris itu memang gokil jihad kok mencuri jihad kok bunuh diri jgn indonesia sana di suriah ayo berjihad,twitter,0,0,0,0,"['teroris', 'itu', 'memang', 'gokil', 'jihad', 'kok', 'mencuri', 'jihad', 'kok', 'bunuh', 'diri', 'jgn', 'indonesia', 'sana', 'di', 'suriah', 'ayo', 'berjihad']","['teroris', 'gokil', 'jihad', 'mencuri', 'jihad', 'bunuh', 'jgn', 'indonesia', 'suriah', 'ayo', 'berjihad']",teroris gokil jihad curi jihad bunuh jgn indonesia suriah ayo jihad
472,hahahalandinoas aku punya monyet kecil kuberi nama landi yg kudapat dari kawan beli dari pulau papua monyet monyet monyet landi,twitter,0,0,0,0,"['hahahalandinoas', 'aku', 'punya', 'monyet', 'kecil', 'kuberi', 'nama', 'landi', 'yg', 'kudapat', 'dari', 'kawan', 'beli', 'dari', 'pulau', 'papua', 'monyet', 'monyet', 'monyet', 'landi']","['hahahalandinoas', 'monyet', 'kuberi', 'nama', 'landi', 'yg', 'kudapat', 'kawan', 'beli', 'pulau', 'papua', 'monyet', 'monyet', 'monyet', 'landi']",hahahalandinoas monyet beri nama landi yg dapat kawan beli pulau papua monyet monyet monyet landi
473,ngaca bung papua adalah tanah yg bergejolak isunya merdeka kasian banget agama jd alat utk memecah mrk yg goblok adalah yg kemakan,twitter,0,0,0,1,"['ngaca', 'bung', 'papua', 'adalah', 'tanah', 'yg', 'bergejolak', 'isunya', 'merdeka', 'kasian', 'banget', 'agama', 'jd', 'alat', 'utk', 'memecah', 'mrk', 'yg', 'goblok', 'adalah', 'yg', 'kemakan']","['ngaca', 'papua', 'tanah', 'yg', 'bergejolak', 'isunya', 'merdeka', 'kasian', 'banget', 'agama', 'jd', 'alat', 'utk', 'memecah', 'mrk', 'yg', 'goblok', 'yg', 'kemakan']",ngaca papua tanah yg gejolak isu merdeka kasi banget agama jd alat utk pecah mrk yg goblok yg makan
474,quoteegieafaceafbbnntah eta hu buat apa ada fasilitas pm terkadang nafsu mengalahkan akal hu wkwkwkwkquotennsekarang mah logisnya aja dia yg butuh malah cuma quote post doang kalo butuh mah pm yg bersangkutan gakan ada istilah post tenggelam iding ari geus sarange tehnnquoteskuadronmezumafaadfffadbfnnharus nya seperti itu hu kadang suka aneh juga hu sakti banget gitu hu di jelasin sampe detail gtu ya padahal ada fasilitas pm ya hu wkwkwkwkquotennkagok we tuliskeun kamar berapa lantai berapa tower berapa biar keciduk nya gampang gitu sekalian pajang fotonya juga nnkita lihat d bawah posting ini ada lagi ga yg cilepeung nn,kaskus,0,0,0,0,"['quoteegieafaceafbbnntah', 'eta', 'hu', 'buat', 'apa', 'ada', 'fasilitas', 'pm', 'terkadang', 'nafsu', 'mengalahkan', 'akal', 'hu', 'wkwkwkwkquotennsekarang', 'mah', 'logisnya', 'aja', 'dia', 'yg', 'butuh', 'malah', 'cuma', 'quote', 'post', 'doang', 'kalo', 'butuh', 'mah', 'pm', 'yg', 'bersangkutan', 'gakan', 'ada', 'istilah', 'post', 'tenggelam', 'iding', 'ari', 'geus', 'sarange', 'tehnnquoteskuadronmezumafaadfffadbfnnharus', 'nya', 'seperti', 'itu', 'hu', 'kadang', 'suka', 'aneh', 'juga', 'hu', 'sakti', 'banget', 'gitu', 'hu', 'di', 'jelasin', 'sampe', 'detail', 'gtu', 'ya', 'padahal', 'ada', 'fasilitas', 'pm', 'ya', 'hu', 'wkwkwkwkquotennkagok', 'we', 'tuliskeun', 'kamar', 'berapa', 'lantai', 'berapa', 'tower', 'berapa', 'biar', 'keciduk', 'nya', 'gampang', 'gitu', 'sekalian', 'pajang', 'fotonya', 'juga', 'nnkita', 'lihat', 'd', 'bawah', 'posting', 'ini', 'ada', 'lagi', 'ga', 'yg', 'cilepeung', 'nn']","['quoteegieafaceafbbnntah', 'eta', 'hu', 'fasilitas', 'pm', 'terkadang', 'nafsu', 'mengalahkan', 'akal', 'hu', 'wkwkwkwkquotennsekarang', 'mah', 'logisnya', 'aja', 'yg', 'butuh', 'quote', 'post', 'doang', 'kalo', 'butuh', 'mah', 'pm', 'yg', 'bersangkutan', 'gakan', 'istilah', 'post', 'tenggelam', 'iding', 'ari', 'geus', 'sarange', 'tehnnquoteskuadronmezumafaadfffadbfnnharus', 'hu', 'kadang', 'suka', 'aneh', 'hu', 'sakti', 'banget', 'gitu', 'hu', 'jelasin', 'sampe', 'detail', 'gtu', 'fasilitas', 'pm', 'hu', 'wkwkwkwkquotennkagok', 'we', 'tuliskeun', 'kamar', 'lantai', 'tower', 'biar', 'keciduk', 'gampang', 'gitu', 'pajang', 'fotonya', 'nnkita', 'lihat', 'd', 'posting', 'ga', 'yg', 'cilepeung', 'nn']",quoteegieafaceafbbnntah eta hu fasilitas pm terkadang nafsu kalah akal hu wkwkwkwkquotennsekarang mah logis aja yg butuh quote post doang kalo butuh mah pm yg sangkut gakan istilah post tenggelam iding ari geus sarange tehnnquoteskuadronmezumafaadfffadbfnnharus hu kadang suka aneh hu sakti banget gitu hu jelasin sampe detail gtu fasilitas pm hu wkwkwkwkquotennkagok we tuliskeun kamar lantai tower biar ciduk gampang gitu pajang foto nnkita lihat d posting ga yg cilepeung nn
475,palingan jg sama ni adminnya mewek lu skrng blok goblok orang tua lu malu njing punya anak kek lu,instagram,0,0,0,1,"['palingan', 'jg', 'sama', 'ni', 'adminnya', 'mewek', 'lu', 'skrng', 'blok', 'goblok', 'orang', 'tua', 'lu', 'malu', 'njing', 'punya', 'anak', 'kek', 'lu']","['palingan', 'jg', 'ni', 'adminnya', 'mewek', 'lu', 'skrng', 'blok', 'goblok', 'orang', 'tua', 'lu', 'malu', 'njing', 'anak', 'kek', 'lu']",paling jg ni adminnya mewek lu skrng blok goblok orang tua lu malu njing anak kek lu
476,gilban tumbuh jamur om sama lumut plastik kalo kenak air sering di siramkan bisa lumutan ibarat gayung kamar mandi jadi kalo berharap mao tumbuh bulu jgn mimpi,instagram,0,0,0,0,"['gilban', 'tumbuh', 'jamur', 'om', 'sama', 'lumut', 'plastik', 'kalo', 'kenak', 'air', 'sering', 'di', 'siramkan', 'bisa', 'lumutan', 'ibarat', 'gayung', 'kamar', 'mandi', 'jadi', 'kalo', 'berharap', 'mao', 'tumbuh', 'bulu', 'jgn', 'mimpi']","['gilban', 'tumbuh', 'jamur', 'om', 'lumut', 'plastik', 'kalo', 'kenak', 'air', 'siramkan', 'lumutan', 'gayung', 'kamar', 'mandi', 'kalo', 'berharap', 'mao', 'tumbuh', 'bulu', 'jgn', 'mimpi']",gilban tumbuh jamur om lumut plastik kalo nak air siram lumut gayung kamar mandi kalo harap mao tumbuh bulu jgn mimpi
477,hti hijrah sana ke timur tengah jangan berbuat kerusakan di bumi indonesia ini dengan hasutan tagar yang kau tunggangi sadarlah dari alam utopis khilafah yang ingin kalian impikan islam tetap mulia tanpa harus dipaksa khilafah khilafah juga produk manusia tetapjokowipic twitter commwueszkjt,twitter,0,0,0,0,"['hti', 'hijrah', 'sana', 'ke', 'timur', 'tengah', 'jangan', 'berbuat', 'kerusakan', 'di', 'bumi', 'indonesia', 'ini', 'dengan', 'hasutan', 'tagar', 'yang', 'kau', 'tunggangi', 'sadarlah', 'dari', 'alam', 'utopis', 'khilafah', 'yang', 'ingin', 'kalian', 'impikan', 'islam', 'tetap', 'mulia', 'tanpa', 'harus', 'dipaksa', 'khilafah', 'khilafah', 'juga', 'produk', 'manusia', 'tetapjokowipic', 'twitter', 'commwueszkjt']","['hti', 'hijrah', 'timur', 'berbuat', 'kerusakan', 'bumi', 'indonesia', 'hasutan', 'tagar', 'kau', 'tunggangi', 'sadarlah', 'alam', 'utopis', 'khilafah', 'impikan', 'islam', 'mulia', 'dipaksa', 'khilafah', 'khilafah', 'produk', 'manusia', 'tetapjokowipic', 'twitter', 'commwueszkjt']",hti hijrah timur buat rusa bumi indonesia hasut tagar kau tunggang sadar alam utopis khilafah impi islam mulia paksa khilafah khilafah produk manusia tetapjokowipic twitter commwueszkjt
478,yakin lagu nya mau beredar ini subhanalloh racun anak bangsa ini yg nyanyi vidio clip sm nyanyian nya sumpah ga mendidik bgt perusak anak bangsa,instagram,0,0,0,0,"['yakin', 'lagu', 'nya', 'mau', 'beredar', 'ini', 'subhanalloh', 'racun', 'anak', 'bangsa', 'ini', 'yg', 'nyanyi', 'vidio', 'clip', 'sm', 'nyanyian', 'nya', 'sumpah', 'ga', 'mendidik', 'bgt', 'perusak', 'anak', 'bangsa']","['lagu', 'beredar', 'subhanalloh', 'racun', 'anak', 'bangsa', 'yg', 'nyanyi', 'vidio', 'clip', 'sm', 'nyanyian', 'sumpah', 'ga', 'mendidik', 'bgt', 'perusak', 'anak', 'bangsa']",lagu edar subhanalloh racun anak bangsa yg nyanyi vidio clip sm nyanyi sumpah ga didik bgt usak anak bangsa
479,para ulama wahabi saudi mengatakan syiah sunni adalah kafir orang yang tertipu dengan fatwa ini pun melakukan serangan bom bunuh diri,twitter,0,1,1,1,"['para', 'ulama', 'wahabi', 'saudi', 'mengatakan', 'syiah', 'sunni', 'adalah', 'kafir', 'orang', 'yang', 'tertipu', 'dengan', 'fatwa', 'ini', 'pun', 'melakukan', 'serangan', 'bom', 'bunuh', 'diri']","['ulama', 'wahabi', 'saudi', 'syiah', 'sunni', 'kafir', 'orang', 'tertipu', 'fatwa', 'serangan', 'bom', 'bunuh']",ulama wahabi saudi syiah sunni kafir orang tipu fatwa serang bom bunuh
480,quotenexflonadaebfnnkita gak butuh suara cina buat presiden indonesia cina silahkan mampus suara cina gak pengaruh dnegan pilkada negara dan daerah kita ya cina babi kaum sampah balik sana ke menglen ngakak quotennlain dibacot lain dihati itulah kaum bbabi item dekilb alias btikob tai babi biarkan fakta dilapangan yg berbicara nnimg s kaskus idimages jpgimgnnbga butuh ya bnnimg s kaskus idimages jpgimgnnbbeneran nih bnnimg s kaskus idimages jpgimgnntruz you skrg lg bnumpangb ngebacot dimana nn beer,kaskus,0,1,0,1,"['quotenexflonadaebfnnkita', 'gak', 'butuh', 'suara', 'cina', 'buat', 'presiden', 'indonesia', 'cina', 'silahkan', 'mampus', 'suara', 'cina', 'gak', 'pengaruh', 'dnegan', 'pilkada', 'negara', 'dan', 'daerah', 'kita', 'ya', 'cina', 'babi', 'kaum', 'sampah', 'balik', 'sana', 'ke', 'menglen', 'ngakak', 'quotennlain', 'dibacot', 'lain', 'dihati', 'itulah', 'kaum', 'bbabi', 'item', 'dekilb', 'alias', 'btikob', 'tai', 'babi', 'biarkan', 'fakta', 'dilapangan', 'yg', 'berbicara', 'nnimg', 's', 'kaskus', 'idimages', 'jpgimgnnbga', 'butuh', 'ya', 'bnnimg', 's', 'kaskus', 'idimages', 'jpgimgnnbbeneran', 'nih', 'bnnimg', 's', 'kaskus', 'idimages', 'jpgimgnntruz', 'you', 'skrg', 'lg', 'bnumpangb', 'ngebacot', 'dimana', 'nn', 'beer']","['quotenexflonadaebfnnkita', 'gak', 'butuh', 'suara', 'cina', 'presiden', 'indonesia', 'cina', 'silahkan', 'mampus', 'suara', 'cina', 'gak', 'pengaruh', 'dnegan', 'pilkada', 'negara', 'daerah', 'cina', 'babi', 'kaum', 'sampah', 'menglen', 'ngakak', 'quotennlain', 'dibacot', 'dihati', 'kaum', 'bbabi', 'item', 'dekilb', 'alias', 'btikob', 'tai', 'babi', 'biarkan', 'fakta', 'dilapangan', 'yg', 'berbicara', 'nnimg', 's', 'kaskus', 'idimages', 'jpgimgnnbga', 'butuh', 'bnnimg', 's', 'kaskus', 'idimages', 'jpgimgnnbbeneran', 'bnnimg', 's', 'kaskus', 'idimages', 'jpgimgnntruz', 'you', 'skrg', 'lg', 'bnumpangb', 'ngebacot', 'dimana', 'nn', 'beer']",quotenexflonadaebfnnkita gak butuh suara cina presiden indonesia cina silah mampus suara cina gak pengaruh dnegan pilkada negara daerah cina babi kaum sampah menglen ngakak quotennlain bacot hati kaum bbabi item dekilb alias btikob tai babi biar fakta lapang yg bicara nnimg s kaskus idimages jpgimgnnbga butuh bnnimg s kaskus idimages jpgimgnnbbeneran bnnimg s kaskus idimages jpgimgnntruz you skrg lg bnumpangb ngebacot mana nn beer
481,keliatan nya bagus ya nyepi suci gitu nnrealita nya di bali nyepi di pake buat pesta seks dan nyabu di villas pribadi di kost an nnyang beneran nyepi meditasi gitu paling orang kampung yang udah tua yang udah berkeluarga yang umur nya tahun ke atas nnpecalang nya di sini sekalian jaga in biar rumah gak nyala in lampu juga sambil pesta miras judi kartu nnini realita sesungguh nya nyepi di bali,kaskus,0,0,0,0,"['keliatan', 'nya', 'bagus', 'ya', 'nyepi', 'suci', 'gitu', 'nnrealita', 'nya', 'di', 'bali', 'nyepi', 'di', 'pake', 'buat', 'pesta', 'seks', 'dan', 'nyabu', 'di', 'villas', 'pribadi', 'di', 'kost', 'an', 'nnyang', 'beneran', 'nyepi', 'meditasi', 'gitu', 'paling', 'orang', 'kampung', 'yang', 'udah', 'tua', 'yang', 'udah', 'berkeluarga', 'yang', 'umur', 'nya', 'tahun', 'ke', 'atas', 'nnpecalang', 'nya', 'di', 'sini', 'sekalian', 'jaga', 'in', 'biar', 'rumah', 'gak', 'nyala', 'in', 'lampu', 'juga', 'sambil', 'pesta', 'miras', 'judi', 'kartu', 'nnini', 'realita', 'sesungguh', 'nya', 'nyepi', 'di', 'bali']","['keliatan', 'bagus', 'nyepi', 'suci', 'gitu', 'nnrealita', 'bali', 'nyepi', 'pake', 'pesta', 'seks', 'nyabu', 'villas', 'pribadi', 'kost', 'an', 'nnyang', 'beneran', 'nyepi', 'meditasi', 'gitu', 'orang', 'kampung', 'udah', 'tua', 'udah', 'berkeluarga', 'umur', 'nnpecalang', 'jaga', 'in', 'biar', 'rumah', 'gak', 'nyala', 'in', 'lampu', 'pesta', 'miras', 'judi', 'kartu', 'nnini', 'realita', 'sesungguh', 'nyepi', 'bali']",liat bagus nyepi suci gitu nnrealita bal nyepi pake pesta seks nyabu villas pribadi kost an nnyang beneran nyepi meditasi gitu orang kampung udah tua udah keluarga umur nnpecalang jaga in biar rumah gak nyala in lampu pesta miras judi kartu nnini realita sungguh nyepi bal
482,ayo bunda bunuh kafir hahaha shaliha mama tau aja dech mamaruthsy malam jumaaaattt http myloc medvt,twitter,0,0,1,0,"['ayo', 'bunda', 'bunuh', 'kafir', 'hahaha', 'shaliha', 'mama', 'tau', 'aja', 'dech', 'mamaruthsy', 'malam', 'jumaaaattt', 'http', 'myloc', 'medvt']","['ayo', 'bunda', 'bunuh', 'kafir', 'hahaha', 'shaliha', 'mama', 'tau', 'aja', 'dech', 'mamaruthsy', 'malam', 'jumaaaattt', 'http', 'myloc', 'medvt']",ayo bunda bunuh kafir hahaha shaliha mama tau aja dech mamaruthsy malam jumaaaattt http myloc medvt
483,suruh cium dulu babinya sebelon dipotong nbtw gmana tuh agama mereka napa muslim atau kristen nkalo muslim suruh potong babi nwkwkwk lucu dah nmustinya cium tuh babi jlatin tuh bool babi disiem pake darah babi biar suci ama makan tuh babi akhirnya nn wakaka wakaka wakaka wakaka wakaka,kaskus,0,0,0,1,"['suruh', 'cium', 'dulu', 'babinya', 'sebelon', 'dipotong', 'nbtw', 'gmana', 'tuh', 'agama', 'mereka', 'napa', 'muslim', 'atau', 'kristen', 'nkalo', 'muslim', 'suruh', 'potong', 'babi', 'nwkwkwk', 'lucu', 'dah', 'nmustinya', 'cium', 'tuh', 'babi', 'jlatin', 'tuh', 'bool', 'babi', 'disiem', 'pake', 'darah', 'babi', 'biar', 'suci', 'ama', 'makan', 'tuh', 'babi', 'akhirnya', 'nn', 'wakaka', 'wakaka', 'wakaka', 'wakaka', 'wakaka']","['suruh', 'cium', 'babinya', 'sebelon', 'dipotong', 'nbtw', 'gmana', 'tuh', 'agama', 'napa', 'muslim', 'kristen', 'nkalo', 'muslim', 'suruh', 'potong', 'babi', 'nwkwkwk', 'lucu', 'dah', 'nmustinya', 'cium', 'tuh', 'babi', 'jlatin', 'tuh', 'bool', 'babi', 'disiem', 'pake', 'darah', 'babi', 'biar', 'suci', 'ama', 'makan', 'tuh', 'babi', 'nn', 'wakaka', 'wakaka', 'wakaka', 'wakaka', 'wakaka']",suruh cium babi belon potong nbtw gmana tuh agama napa muslim kristen nkalo muslim suruh potong babi nwkwkwk lucu dah nmustinya cium tuh babi jlatin tuh bool babi disiem pake darah babi biar suci ama makan tuh babi nn wakaka wakaka wakaka wakaka wakaka
484,quoteremayaadeecbnnlu yang bego bong gw ga bilang ahok lari dr hukuman tahun penjara gw bilang sekeras apapun usaha nastak memprovokasi medsos ga akan membuat ahok bahagia lu mmg ga pernah makan bangku sekolahan ya oh gw maklum mgkn mak lu generasi nastak juga jd sama ga bernalar wkwkwk nnayo kalau bingung dgn bahasanya org kaya silakan baca lagi komen gw diatas dgn seksama maknai katanya jgn dipelototin sambil emosi ngetik buru malu quotenn ngakaknnngeles dengan ngetik banyak itu tipikal orang yg terpojok nnada kau tulis disitu soal hukuman tahun nkau tulis gak bisa lari dari hukum nneh setan nyg namanya lari dari hukum itu kalau mau diperiksa kabur mau diperiksa pura sakit umrah alasan mau pelantikan wakil gubernur itu lari dari hukum atau udah tersangka kabur ke luar negeri nnpaham nnlu goblok tapi nyolot nlu nyolot macam apapun tetap aja lu goblok gak bisa ngeles nnpaham nngoblok lu,kaskus,0,0,0,1,"['quoteremayaadeecbnnlu', 'yang', 'bego', 'bong', 'gw', 'ga', 'bilang', 'ahok', 'lari', 'dr', 'hukuman', 'tahun', 'penjara', 'gw', 'bilang', 'sekeras', 'apapun', 'usaha', 'nastak', 'memprovokasi', 'medsos', 'ga', 'akan', 'membuat', 'ahok', 'bahagia', 'lu', 'mmg', 'ga', 'pernah', 'makan', 'bangku', 'sekolahan', 'ya', 'oh', 'gw', 'maklum', 'mgkn', 'mak', 'lu', 'generasi', 'nastak', 'juga', 'jd', 'sama', 'ga', 'bernalar', 'wkwkwk', 'nnayo', 'kalau', 'bingung', 'dgn', 'bahasanya', 'org', 'kaya', 'silakan', 'baca', 'lagi', 'komen', 'gw', 'diatas', 'dgn', 'seksama', 'maknai', 'katanya', 'jgn', 'dipelototin', 'sambil', 'emosi', 'ngetik', 'buru', 'malu', 'quotenn', 'ngakaknnngeles', 'dengan', 'ngetik', 'banyak', 'itu', 'tipikal', 'orang', 'yg', 'terpojok', 'nnada', 'kau', 'tulis', 'disitu', 'soal', 'hukuman', 'tahun', 'nkau', 'tulis', 'gak', 'bisa', 'lari', 'dari', 'hukum', 'nneh', 'setan', 'nyg', 'namanya', 'lari', 'dari', 'hukum', 'itu', 'kalau', 'mau', 'diperiksa', 'kabur', 'mau', 'diperiksa', 'pura', 'sakit', 'umrah', 'alasan', 'mau', 'pelantikan', 'wakil', 'gubernur', 'itu', 'lari', 'dari', 'hukum', 'atau', 'udah', 'tersangka', 'kabur', 'ke', 'luar', 'negeri', 'nnpaham', 'nnlu', 'goblok', 'tapi', 'nyolot', 'nlu', 'nyolot', 'macam', 'apapun', 'tetap', 'aja', 'lu', 'goblok', 'gak', 'bisa', 'ngeles', 'nnpaham', 'nngoblok', 'lu']","['quoteremayaadeecbnnlu', 'bego', 'bong', 'gw', 'ga', 'bilang', 'ahok', 'lari', 'dr', 'hukuman', 'penjara', 'gw', 'bilang', 'sekeras', 'apapun', 'usaha', 'nastak', 'memprovokasi', 'medsos', 'ga', 'ahok', 'bahagia', 'lu', 'mmg', 'ga', 'makan', 'bangku', 'sekolahan', 'oh', 'gw', 'maklum', 'mgkn', 'mak', 'lu', 'generasi', 'nastak', 'jd', 'ga', 'bernalar', 'wkwkwk', 'nnayo', 'bingung', 'dgn', 'bahasanya', 'org', 'kaya', 'silakan', 'baca', 'komen', 'gw', 'diatas', 'dgn', 'seksama', 'maknai', 'jgn', 'dipelototin', 'emosi', 'ngetik', 'buru', 'malu', 'quotenn', 'ngakaknnngeles', 'ngetik', 'tipikal', 'orang', 'yg', 'terpojok', 'nnada', 'kau', 'tulis', 'disitu', 'hukuman', 'nkau', 'tulis', 'gak', 'lari', 'hukum', 'nneh', 'setan', 'nyg', 'namanya', 'lari', 'hukum', 'diperiksa', 'kabur', 'diperiksa', 'pura', 'sakit', 'umrah', 'alasan', 'pelantikan', 'wakil', 'gubernur', 'lari', 'hukum', 'udah', 'tersangka', 'kabur', 'negeri', 'nnpaham', 'nnlu', 'goblok', 'nyolot', 'nlu', 'nyolot', 'apapun', 'aja', 'lu', 'goblok', 'gak', 'ngeles', 'nnpaham', 'nngoblok', 'lu']",quoteremayaadeecbnnlu bego bong gw ga bilang ahok lari dr hukum penjara gw bilang keras apa usaha nastak provokasi medsos ga ahok bahagia lu mmg ga makan bangku sekolah oh gw maklum mgkn mak lu generasi nastak jd ga nalar wkwkwk nnayo bingung dgn bahasa org kaya sila baca komen gw atas dgn seksama makna jgn dipelototin emosi ngetik buru malu quotenn ngakaknnngeles ngetik tipikal orang yg pojok nnada kau tulis situ hukum nkau tulis gak lari hukum nneh setan nyg nama lari hukum periksa kabur periksa pura sakit umrah alas lantik wakil gubernur lari hukum udah sangka kabur negeri nnpaham nnlu goblok nyolot nlu nyolot apa aja lu goblok gak ngeles nnpaham nngoblok lu
485,agurelaa bruakakaka maaf yahh gamain sama pengangguran alhamdulillah memiliki sebuah usaha yg mungkin anda yg bekerja sebagai cs eitsss cs bukan customer service yahh tapi kaya anda paling cleaning service wkwkwkwk,instagram,0,0,0,0,"['agurelaa', 'bruakakaka', 'maaf', 'yahh', 'gamain', 'sama', 'pengangguran', 'alhamdulillah', 'memiliki', 'sebuah', 'usaha', 'yg', 'mungkin', 'anda', 'yg', 'bekerja', 'sebagai', 'cs', 'eitsss', 'cs', 'bukan', 'customer', 'service', 'yahh', 'tapi', 'kaya', 'anda', 'paling', 'cleaning', 'service', 'wkwkwkwk']","['agurelaa', 'bruakakaka', 'maaf', 'yahh', 'gamain', 'pengangguran', 'alhamdulillah', 'memiliki', 'usaha', 'yg', 'yg', 'cs', 'eitsss', 'cs', 'customer', 'service', 'yahh', 'kaya', 'cleaning', 'service', 'wkwkwkwk']",agurelaa bruakakaka maaf yahh gamain anggur alhamdulillah milik usaha yg yg cs eitsss cs customer service yahh kaya cleaning service wkwkwkwk
486,nunggu apa lagi cepet lah nikah uang bisa dicari nanti yg penting halalin dulu bacot abis nikah lu masih mau minta makan sama orang tua harga diri lu mana setidaknya saya punya perhitungan ga sekedar nikah karna cuma pengen ngewe halal stop dictating other peoples life,twitter,1,0,0,0,"['nunggu', 'apa', 'lagi', 'cepet', 'lah', 'nikah', 'uang', 'bisa', 'dicari', 'nanti', 'yg', 'penting', 'halalin', 'dulu', 'bacot', 'abis', 'nikah', 'lu', 'masih', 'mau', 'minta', 'makan', 'sama', 'orang', 'tua', 'harga', 'diri', 'lu', 'mana', 'setidaknya', 'saya', 'punya', 'perhitungan', 'ga', 'sekedar', 'nikah', 'karna', 'cuma', 'pengen', 'ngewe', 'halal', 'stop', 'dictating', 'other', 'peoples', 'life']","['nunggu', 'cepet', 'nikah', 'uang', 'dicari', 'yg', 'halalin', 'bacot', 'abis', 'nikah', 'lu', 'makan', 'orang', 'tua', 'harga', 'lu', 'perhitungan', 'ga', 'sekedar', 'nikah', 'karna', 'pengen', 'ngewe', 'halal', 'stop', 'dictating', 'other', 'peoples', 'life']",nunggu cepet nikah uang cari yg halalin bacot abis nikah lu makan orang tua harga lu hitung ga dar nikah karna ken ngewe halal stop dictating other peoples life
487,duhai saudara muslimku suaramu adalah amanah jangan kau jual murah berikan suaramu untuk cagub muslim pic twitter combyfltxuqvo,twitter,0,0,0,0,"['duhai', 'saudara', 'muslimku', 'suaramu', 'adalah', 'amanah', 'jangan', 'kau', 'jual', 'murah', 'berikan', 'suaramu', 'untuk', 'cagub', 'muslim', 'pic', 'twitter', 'combyfltxuqvo']","['duhai', 'saudara', 'muslimku', 'suaramu', 'amanah', 'kau', 'jual', 'murah', 'suaramu', 'cagub', 'muslim', 'pic', 'twitter', 'combyfltxuqvo']",duhai saudara muslim suara amanah kau jual murah suara cagub muslim pic twitter combyfltxuqvo
