,original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik,tokenized_text,stopword_tokenized,lemmatized_text
344,valerytann akun abal wkwkwkwkwkwk ini real acc gue selain sempit pemikiran lo juga so tau ternyata wkwkwkwk gue gak peduli followers gue berapa karena hidup gue bukan berdasarkan followers gue hidup di dunia nyata bukan dunia maya ngerti saran gue kalau mau bacot pikir dulu ngerti,instagram,0,0,0,0,"['valerytann', 'akun', 'abal', 'wkwkwkwkwkwk', 'ini', 'real', 'acc', 'gue', 'selain', 'sempit', 'pemikiran', 'lo', 'juga', 'so', 'tau', 'ternyata', 'wkwkwkwk', 'gue', 'gak', 'peduli', 'followers', 'gue', 'berapa', 'karena', 'hidup', 'gue', 'bukan', 'berdasarkan', 'followers', 'gue', 'hidup', 'di', 'dunia', 'nyata', 'bukan', 'dunia', 'maya', 'ngerti', 'saran', 'gue', 'kalau', 'mau', 'bacot', 'pikir', 'dulu', 'ngerti']","['valerytann', 'akun', 'abal', 'wkwkwkwkwkwk', 'real', 'acc', 'gue', 'sempit', 'pemikiran', 'lo', 'so', 'tau', 'wkwkwkwk', 'gue', 'gak', 'peduli', 'followers', 'gue', 'hidup', 'gue', 'berdasarkan', 'followers', 'gue', 'hidup', 'dunia', 'nyata', 'dunia', 'maya', 'ngerti', 'saran', 'gue', 'bacot', 'pikir', 'ngerti']",valerytann akun abal wkwkwkwkwkwk real acc gue sempit pemikiran lo so tau wkwkwkwk gue gak peduli follower gue hidup gue berdasarkan follower gue hidup dunia nyata dunia maya ngerti saran gue bacot pikir ngerti
345,rambut peleh p lah si jembut mah jangan ditanya lebat kalee d tertawa florafp apanye yang gondrong si cont http wl gsumov,twitter,1,0,0,0,"['rambut', 'peleh', 'p', 'lah', 'si', 'jembut', 'mah', 'jangan', 'ditanya', 'lebat', 'kalee', 'd', 'tertawa', 'florafp', 'apanye', 'yang', 'gondrong', 'si', 'cont', 'http', 'wl', 'gsumov']","['rambut', 'peleh', 'p', 'si', 'jembut', 'mah', 'lebat', 'kalee', 'd', 'tertawa', 'florafp', 'apanye', 'gondrong', 'si', 'cont', 'http', 'wl', 'gsumov']",rambut peleh p si jembut mah lebat kalee d tertawa florafp apanye gondrong si cont http wl gsumov
346,emak udin tante km kan dah ngasih susu bwt km hayo blg apa tan tante ya syg udin boleh nambah gg remas dada wowkon,twitter,1,0,0,0,"['emak', 'udin', 'tante', 'km', 'kan', 'dah', 'ngasih', 'susu', 'bwt', 'km', 'hayo', 'blg', 'apa', 'tan', 'tante', 'ya', 'syg', 'udin', 'boleh', 'nambah', 'gg', 'remas', 'dada', 'wowkon']","['emak', 'udin', 'tante', 'km', 'dah', 'ngasih', 'susu', 'bwt', 'km', 'hayo', 'blg', 'tan', 'tante', 'syg', 'udin', 'nambah', 'gg', 'remas', 'dada', 'wowkon']",emak udin tante km dah ngasih susu bwt km hayo blg tan tante syg udin nambah gg remas dada wowkon
347,walah enak banget dapat pengikut ig cepat di sini panelpediavip com dan free panel pedia net hapus spasi pada link,instagram,0,0,0,0,"['walah', 'enak', 'banget', 'dapat', 'pengikut', 'ig', 'cepat', 'di', 'sini', 'panelpediavip', 'com', 'dan', 'free', 'panel', 'pedia', 'net', 'hapus', 'spasi', 'pada', 'link']","['walah', 'enak', 'banget', 'pengikut', 'ig', 'cepat', 'panelpediavip', 'com', 'free', 'panel', 'pedia', 'net', 'hapus', 'spasi', 'link']",walah enak banget pengikut ig cepat panelpediavip com free panel pedia net hapus spasi link
348,raul gila masak minta ikutn i papua ntar l nikah i o pasti anak gosong seperti keluarga besary hahaha,twitter,0,1,0,1,"['raul', 'gila', 'masak', 'minta', 'ikutn', 'i', 'papua', 'ntar', 'l', 'nikah', 'i', 'o', 'pasti', 'anak', 'gosong', 'seperti', 'keluarga', 'besary', 'hahaha']","['raul', 'gila', 'masak', 'ikutn', 'i', 'papua', 'ntar', 'l', 'nikah', 'i', 'o', 'anak', 'gosong', 'keluarga', 'besary', 'hahaha']",raul gila masak ikutn i papua ntar l nikah i o anak gosong keluarga besary hahaha
349,kok tak cari di akun nya dia gak upload ya min hati ya min dalam posting sesuatu ntar diciduk loh hehehe,instagram,0,0,0,0,"['kok', 'tak', 'cari', 'di', 'akun', 'nya', 'dia', 'gak', 'upload', 'ya', 'min', 'hati', 'ya', 'min', 'dalam', 'posting', 'sesuatu', 'ntar', 'diciduk', 'loh', 'hehehe']","['cari', 'akun', 'gak', 'upload', 'min', 'hati', 'min', 'posting', 'ntar', 'diciduk', 'loh', 'hehehe']",cari akun gak upload min hati min posting ntar diciduk loh hehehe
350,lo gak inget bokapnya ina di papua ha danangwidiart hahahha gpp biar bawa miyabi hehehehe pissakiihafiiz goblok lo emang nang,twitter,0,0,0,0,"['lo', 'gak', 'inget', 'bokapnya', 'ina', 'di', 'papua', 'ha', 'danangwidiart', 'hahahha', 'gpp', 'biar', 'bawa', 'miyabi', 'hehehehe', 'pissakiihafiiz', 'goblok', 'lo', 'emang', 'nang']","['lo', 'gak', 'inget', 'bokapnya', 'ina', 'papua', 'ha', 'danangwidiart', 'hahahha', 'gpp', 'biar', 'bawa', 'miyabi', 'hehehehe', 'pissakiihafiiz', 'goblok', 'lo', 'emang', 'nang']",lo gak inget bokapnya ina papua ha danangwidiart hahahha gpp biar bawa miyabi hehehehe pissakiihafiiz goblok lo emang nang
351,quoteoegankaafadeabb juga ayat yang memperbolehkan menikahi mantan istri anak angkat karena memang anak angkat sekali nggak pernah menjadi anak kandung sehingga nggak ada hubungan mahzab diantara mereka kecuali pernah disusui quotennini ane ada nemu komik tentang kisah nabi muhammad dan zainabnnsesuai gak jalur ceritanya kalau gak dibagian mananya yang salah nnzaid baju merah rasulullah baju hijau si cewek dewasa zainab yang kecil aisyah nimg s kaskus idimages jpgimgnimg s kaskus idimages jpgimgimg s kaskus idimages jpgimgimg s kaskus idimages jpgimgimg s kaskus idimages jpgimgnimg s kaskus idimages jpgimgimg s kaskus idimages jpgimgimg s kaskus idimages jpgimgimg s kaskus idimages jpgimgimg s kaskus idimages jpgimgimg s kaskus idimages jpgimg,kaskus,0,0,0,0,"['quoteoegankaafadeabb', 'juga', 'ayat', 'yang', 'memperbolehkan', 'menikahi', 'mantan', 'istri', 'anak', 'angkat', 'karena', 'memang', 'anak', 'angkat', 'sekali', 'nggak', 'pernah', 'menjadi', 'anak', 'kandung', 'sehingga', 'nggak', 'ada', 'hubungan', 'mahzab', 'diantara', 'mereka', 'kecuali', 'pernah', 'disusui', 'quotennini', 'ane', 'ada', 'nemu', 'komik', 'tentang', 'kisah', 'nabi', 'muhammad', 'dan', 'zainabnnsesuai', 'gak', 'jalur', 'ceritanya', 'kalau', 'gak', 'dibagian', 'mananya', 'yang', 'salah', 'nnzaid', 'baju', 'merah', 'rasulullah', 'baju', 'hijau', 'si', 'cewek', 'dewasa', 'zainab', 'yang', 'kecil', 'aisyah', 'nimg', 's', 'kaskus', 'idimages', 'jpgimgnimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimgnimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimg']","['quoteoegankaafadeabb', 'ayat', 'memperbolehkan', 'menikahi', 'mantan', 'istri', 'anak', 'angkat', 'anak', 'angkat', 'nggak', 'anak', 'kandung', 'nggak', 'hubungan', 'mahzab', 'kecuali', 'disusui', 'quotennini', 'ane', 'nemu', 'komik', 'kisah', 'nabi', 'muhammad', 'zainabnnsesuai', 'gak', 'jalur', 'ceritanya', 'gak', 'dibagian', 'mananya', 'salah', 'nnzaid', 'baju', 'merah', 'rasulullah', 'baju', 'hijau', 'si', 'cewek', 'dewasa', 'zainab', 'aisyah', 'nimg', 's', 'kaskus', 'idimages', 'jpgimgnimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimgnimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimgimg', 's', 'kaskus', 'idimages', 'jpgimg']",quoteoegankaafadeabb ayat memperbolehkan menikahi mantan istri anak angkat anak angkat nggak anak kandung nggak hubungan mahzab kecuali disusui quotennini ane nemu komik kisah nabi muhammad zainabnnsesuai gak jalur ceritanya gak dibagian mananya salah nnzaid baju merah rasulullah baju hijau si cewek dewasa zainab aisyah nimg s kaskus idimages jpgimgnimg s kaskus idimages jpgimgimg s kaskus idimages jpgimgimg s kaskus idimages jpgimgimg s kaskus idimages jpgimgnimg s kaskus idimages jpgimgimg s kaskus idimages jpgimgimg s kaskus idimages jpgimgimg s kaskus idimages jpgimgimg s kaskus idimages jpgimgimg s kaskus idimages jpgimg
352,yayokirawan baca saja mas sendiri protokolernya pun msh juga melekat meskipun sdh dilepas jiwa korsa masih ada mau dijlsin pun gak bakal ngerti,instagram,0,0,0,0,"['yayokirawan', 'baca', 'saja', 'mas', 'sendiri', 'protokolernya', 'pun', 'msh', 'juga', 'melekat', 'meskipun', 'sdh', 'dilepas', 'jiwa', 'korsa', 'masih', 'ada', 'mau', 'dijlsin', 'pun', 'gak', 'bakal', 'ngerti']","['yayokirawan', 'baca', 'mas', 'protokolernya', 'melekat', 'sdh', 'dilepas', 'jiwa', 'korsa', 'dijlsin', 'gak', 'ngerti']",yayokirawan baca ma protokolernya melekat sdh dilepas jiwa korsa dijlsin gak ngerti
353,ayo bunuh smua kafir di negeri ini kesimpulan yang menakutkan ambil ayat hanya sepotong  twitter comratu adilstatus,twitter,0,0,1,0,"['ayo', 'bunuh', 'smua', 'kafir', 'di', 'negeri', 'ini', 'kesimpulan', 'yang', 'menakutkan', 'ambil', 'ayat', 'hanya', 'sepotong', 'twitter', 'comratu', 'adilstatus']","['ayo', 'bunuh', 'smua', 'kafir', 'negeri', 'kesimpulan', 'menakutkan', 'ambil', 'ayat', 'sepotong', 'twitter', 'comratu', 'adilstatus']",ayo bunuh smua kafir negeri kesimpulan menakutkan ambil ayat sepotong twitter comratu adilstatus
354,hahahahahahaha dungu ini jelas editan admin idiot ngapain juga anonymous ngurusin perkara ginian laen kali cari bahan buat hoax kira lah situ pikir pengguna medsos idiot semua kaya kamu,instagram,0,0,0,1,"['hahahahahahaha', 'dungu', 'ini', 'jelas', 'editan', 'admin', 'idiot', 'ngapain', 'juga', 'anonymous', 'ngurusin', 'perkara', 'ginian', 'laen', 'kali', 'cari', 'bahan', 'buat', 'hoax', 'kira', 'lah', 'situ', 'pikir', 'pengguna', 'medsos', 'idiot', 'semua', 'kaya', 'kamu']","['hahahahahahaha', 'dungu', 'editan', 'admin', 'idiot', 'ngapain', 'anonymous', 'ngurusin', 'perkara', 'ginian', 'laen', 'kali', 'cari', 'bahan', 'hoax', 'situ', 'pikir', 'pengguna', 'medsos', 'idiot', 'kaya']",hahahahahahaha dungu editan admin idiot ngapain anonymous ngurusin perkara ginian laen kali cari bahan hoax situ pikir pengguna medsos idiot kaya
355,wdnrt lempeng begitu jadi terpisahpisah logic saja knapa orang papua item krena plau papua itu pcahan dari benua afrika,twitter,0,0,0,0,"['wdnrt', 'lempeng', 'begitu', 'jadi', 'terpisahpisah', 'logic', 'saja', 'knapa', 'orang', 'papua', 'item', 'krena', 'plau', 'papua', 'itu', 'pcahan', 'dari', 'benua', 'afrika']","['wdnrt', 'lempeng', 'terpisahpisah', 'logic', 'knapa', 'orang', 'papua', 'item', 'krena', 'plau', 'papua', 'pcahan', 'benua', 'afrika']",wdnrt lempeng terpisahpisah logic knapa orang papua item krena plau papua pcahan benua afrika
356,untuk apa bela kafir mengorbankan suara mayoritas atau sby sdh jadi muslim sejati seperti taliban yang bom ptg budha http tmi merjqg,twitter,0,1,1,1,"['untuk', 'apa', 'bela', 'kafir', 'mengorbankan', 'suara', 'mayoritas', 'atau', 'sby', 'sdh', 'jadi', 'muslim', 'sejati', 'seperti', 'taliban', 'yang', 'bom', 'ptg', 'budha', 'http', 'tmi', 'merjqg']","['bela', 'kafir', 'mengorbankan', 'suara', 'mayoritas', 'sby', 'sdh', 'muslim', 'sejati', 'taliban', 'bom', 'ptg', 'budha', 'http', 'tmi', 'merjqg']",bela kafir mengorbankan suara mayoritas sby sdh muslim sejati taliban bom ptg budha http tmi merjqg
357,kok paha di samping pinggulnya itu ada benjolan yaa apa itu hasil op kelamin yang dmasukkan kedalam jd nya tampak begitu testis nya,instagram,0,0,0,1,"['kok', 'paha', 'di', 'samping', 'pinggulnya', 'itu', 'ada', 'benjolan', 'yaa', 'apa', 'itu', 'hasil', 'op', 'kelamin', 'yang', 'dmasukkan', 'kedalam', 'jd', 'nya', 'tampak', 'begitu', 'testis', 'nya']","['paha', 'samping', 'pinggulnya', 'benjolan', 'yaa', 'hasil', 'op', 'kelamin', 'dmasukkan', 'kedalam', 'jd', 'testis']",paha samping pinggulnya benjolan yaa hasil op kelamin dmasukkan kedalam jd testis
358,salfok ama tete ya mengapa sih itu ko saya sedih ya sedih yang sudah nyedot siapa,instagram,1,0,0,1,"['salfok', 'ama', 'tete', 'ya', 'mengapa', 'sih', 'itu', 'ko', 'saya', 'sedih', 'ya', 'sedih', 'yang', 'sudah', 'nyedot', 'siapa']","['salfok', 'ama', 'tete', 'sih', 'ko', 'sedih', 'sedih', 'nyedot']",salfok ama tete sih ko sedih sedih nyedot
359,jadi gua mesti coli liat foto lu mas fatah ajg pelacak ya kali gua coli,instagram,1,0,0,0,"['jadi', 'gua', 'mesti', 'coli', 'liat', 'foto', 'lu', 'mas', 'fatah', 'ajg', 'pelacak', 'ya', 'kali', 'gua', 'coli']","['gua', 'mesti', 'coli', 'liat', 'foto', 'lu', 'mas', 'fatah', 'ajg', 'pelacak', 'kali', 'gua', 'coli']",gua mesti coli liat foto lu ma fatah ajg pelacak kali gua coli
360,semakin hari bkn prestasi yang di tonjolkan tapi malah keburukan mau jadi penyanyi juga suarax ya allah jelekx minta ampun bgmn org tidak berhenti membully klo modelx kaya begini tidak ada juga yang tertarik melihat kita saja perempuan jijik melihat bgmn laki melihat sesamax tapi selalu body oplasx yang mau ditampilkan tidak ada yang berminat melihat yang ada rasax mau muntah,instagram,0,0,0,1,"['semakin', 'hari', 'bkn', 'prestasi', 'yang', 'di', 'tonjolkan', 'tapi', 'malah', 'keburukan', 'mau', 'jadi', 'penyanyi', 'juga', 'suarax', 'ya', 'allah', 'jelekx', 'minta', 'ampun', 'bgmn', 'org', 'tidak', 'berhenti', 'membully', 'klo', 'modelx', 'kaya', 'begini', 'tidak', 'ada', 'juga', 'yang', 'tertarik', 'melihat', 'kita', 'saja', 'perempuan', 'jijik', 'melihat', 'bgmn', 'laki', 'melihat', 'sesamax', 'tapi', 'selalu', 'body', 'oplasx', 'yang', 'mau', 'ditampilkan', 'tidak', 'ada', 'yang', 'berminat', 'melihat', 'yang', 'ada', 'rasax', 'mau', 'muntah']","['bkn', 'prestasi', 'tonjolkan', 'keburukan', 'penyanyi', 'suarax', 'allah', 'jelekx', 'ampun', 'bgmn', 'org', 'berhenti', 'membully', 'klo', 'modelx', 'kaya', 'tertarik', 'perempuan', 'jijik', 'bgmn', 'laki', 'sesamax', 'body', 'oplasx', 'ditampilkan', 'berminat', 'rasax', 'muntah']",bkn prestasi tonjolkan keburukan penyanyi suarax allah jelekx ampun bgmn org berhenti membully klo modelx kaya tertarik perempuan jijik bgmn laki sesamax body oplasx ditampilkan berminat rasax muntah
361,halah sekarang mewek play victim nnlempar tuduhan sana sini di sentil dikit kejang kejang nnga usah bawa orang indonesia segala ncuma masalah waktu saja sampe ketauan busuknya ras kalian disini nalam pun udah bersiap,kaskus,0,0,0,0,"['halah', 'sekarang', 'mewek', 'play', 'victim', 'nnlempar', 'tuduhan', 'sana', 'sini', 'di', 'sentil', 'dikit', 'kejang', 'kejang', 'nnga', 'usah', 'bawa', 'orang', 'indonesia', 'segala', 'ncuma', 'masalah', 'waktu', 'saja', 'sampe', 'ketauan', 'busuknya', 'ras', 'kalian', 'disini', 'nalam', 'pun', 'udah', 'bersiap']","['halah', 'mewek', 'play', 'victim', 'nnlempar', 'tuduhan', 'sentil', 'dikit', 'kejang', 'kejang', 'nnga', 'bawa', 'orang', 'indonesia', 'ncuma', 'sampe', 'ketauan', 'busuknya', 'ras', 'nalam', 'udah']",halah mewek play victim nnlempar tuduhan sentil dikit kejang kejang nnga bawa orang indonesia ncuma sampe ketauan busuknya ra nalam udah
362,please ya netizen jangan gagal paham mas ahy dan almira adalah anak dan cucu pak sby mereka mempunyai protokoler aturan tersendiri sama halnya dengan semua mantan presiden,instagram,0,0,0,0,"['please', 'ya', 'netizen', 'jangan', 'gagal', 'paham', 'mas', 'ahy', 'dan', 'almira', 'adalah', 'anak', 'dan', 'cucu', 'pak', 'sby', 'mereka', 'mempunyai', 'protokoler', 'aturan', 'tersendiri', 'sama', 'halnya', 'dengan', 'semua', 'mantan', 'presiden']","['please', 'netizen', 'gagal', 'paham', 'mas', 'ahy', 'almira', 'anak', 'cucu', 'sby', 'protokoler', 'aturan', 'tersendiri', 'halnya', 'mantan', 'presiden']",please netizen gagal paham ma ahy almira anak cucu sby protokoler aturan tersendiri halnya mantan presiden
363,semoga nkri tidak menjadi negara timur tengah orang lagi shalat di mesjid di bom dan di indonesia sudah mulai seorang muslim sudah bisa mengatakan muslim lainnya munafik kafir dan kalau wafat tidak usah di solatkan apa ini benar prof semoga nkri tetap aman,twitter,0,1,1,1,"['semoga', 'nkri', 'tidak', 'menjadi', 'negara', 'timur', 'tengah', 'orang', 'lagi', 'shalat', 'di', 'mesjid', 'di', 'bom', 'dan', 'di', 'indonesia', 'sudah', 'mulai', 'seorang', 'muslim', 'sudah', 'bisa', 'mengatakan', 'muslim', 'lainnya', 'munafik', 'kafir', 'dan', 'kalau', 'wafat', 'tidak', 'usah', 'di', 'solatkan', 'apa', 'ini', 'benar', 'prof', 'semoga', 'nkri', 'tetap', 'aman']","['semoga', 'nkri', 'negara', 'timur', 'orang', 'shalat', 'mesjid', 'bom', 'indonesia', 'muslim', 'muslim', 'munafik', 'kafir', 'wafat', 'solatkan', 'prof', 'semoga', 'nkri', 'aman']",semoga nkri negara timur orang shalat mesjid bom indonesia muslim muslim munafik kafir wafat solatkan prof semoga nkri aman
364,gara elu tiap hari nongol gue sampe hafal ke akarnya nih lagu bangsat,instagram,0,0,0,1,"['gara', 'elu', 'tiap', 'hari', 'nongol', 'gue', 'sampe', 'hafal', 'ke', 'akarnya', 'nih', 'lagu', 'bangsat']","['gara', 'elu', 'nongol', 'gue', 'sampe', 'hafal', 'akarnya', 'lagu', 'bangsat']",gara elu nongol gue sampe hafal akarnya lagu bangsat
365,lha aku kok gak iso ya njmput emakku yang pulang gawe tki kedalam begitu apakah karena aku hanya rakyat jelata kaum papa tak punya apa apa duh gusti,instagram,0,0,0,0,"['lha', 'aku', 'kok', 'gak', 'iso', 'ya', 'njmput', 'emakku', 'yang', 'pulang', 'gawe', 'tki', 'kedalam', 'begitu', 'apakah', 'karena', 'aku', 'hanya', 'rakyat', 'jelata', 'kaum', 'papa', 'tak', 'punya', 'apa', 'apa', 'duh', 'gusti']","['lha', 'gak', 'iso', 'njmput', 'emakku', 'pulang', 'gawe', 'tki', 'kedalam', 'rakyat', 'jelata', 'kaum', 'papa', 'duh', 'gusti']",lha gak iso njmput emakku pulang gawe tki kedalam rakyat jelata kaum papa duh gusti
366,quot sampai bodohquot app afaan tuh ngakaknorang kita emang bangga kalau dibodohinkeren kan brennimg s kaskus idimages gifimgnnimg s kaskus idimages gifimg,kaskus,0,0,0,0,"['quot', 'sampai', 'bodohquot', 'app', 'afaan', 'tuh', 'ngakaknorang', 'kita', 'emang', 'bangga', 'kalau', 'dibodohinkeren', 'kan', 'brennimg', 's', 'kaskus', 'idimages', 'gifimgnnimg', 's', 'kaskus', 'idimages', 'gifimg']","['quot', 'bodohquot', 'app', 'afaan', 'tuh', 'ngakaknorang', 'emang', 'bangga', 'dibodohinkeren', 'brennimg', 's', 'kaskus', 'idimages', 'gifimgnnimg', 's', 'kaskus', 'idimages', 'gifimg']",quot bodohquot app afaan tuh ngakaknorang emang bangga dibodohinkeren brennimg s kaskus idimages gifimgnnimg s kaskus idimages gifimg
367,cie cie yg dah op skrng brani bukain kmren sblum hits vidio op nya gak brani bukaan gtu ckckck,instagram,0,0,0,0,"['cie', 'cie', 'yg', 'dah', 'op', 'skrng', 'brani', 'bukain', 'kmren', 'sblum', 'hits', 'vidio', 'op', 'nya', 'gak', 'brani', 'bukaan', 'gtu', 'ckckck']","['cie', 'cie', 'yg', 'dah', 'op', 'skrng', 'brani', 'bukain', 'kmren', 'sblum', 'hits', 'vidio', 'op', 'gak', 'brani', 'bukaan', 'gtu', 'ckckck']",cie cie yg dah op skrng brani bukain kmren sblum hit vidio op gak brani bukaan gtu ckckck
368,coba diadu lawan hero cilik rafathar mah ketiganya gak ada apanya marahnnbahkan si gundul botak ungu paling sekali gibeng langsung boker di celana marah,kaskus,0,0,0,0,"['coba', 'diadu', 'lawan', 'hero', 'cilik', 'rafathar', 'mah', 'ketiganya', 'gak', 'ada', 'apanya', 'marahnnbahkan', 'si', 'gundul', 'botak', 'ungu', 'paling', 'sekali', 'gibeng', 'langsung', 'boker', 'di', 'celana', 'marah']","['coba', 'diadu', 'lawan', 'hero', 'cilik', 'rafathar', 'mah', 'ketiganya', 'gak', 'apanya', 'marahnnbahkan', 'si', 'gundul', 'botak', 'ungu', 'gibeng', 'langsung', 'boker', 'celana', 'marah']",coba diadu lawan hero cilik rafathar mah ketiganya gak apanya marahnnbahkan si gundul botak ungu gibeng langsung boker celana marah
369,purnamafreddy btul bnget jngn mntang ank mntan presiden jdi seenakx ajha ni nmax ortu ngk bisa ddik ank biarpun ank msih kecil stdkx di kasih tau bhwa msuk kesna itu d lrng,instagram,0,0,0,0,"['purnamafreddy', 'btul', 'bnget', 'jngn', 'mntang', 'ank', 'mntan', 'presiden', 'jdi', 'seenakx', 'ajha', 'ni', 'nmax', 'ortu', 'ngk', 'bisa', 'ddik', 'ank', 'biarpun', 'ank', 'msih', 'kecil', 'stdkx', 'di', 'kasih', 'tau', 'bhwa', 'msuk', 'kesna', 'itu', 'd', 'lrng']","['purnamafreddy', 'btul', 'bnget', 'jngn', 'mntang', 'ank', 'mntan', 'presiden', 'jdi', 'seenakx', 'ajha', 'ni', 'nmax', 'ortu', 'ngk', 'ddik', 'ank', 'biarpun', 'ank', 'msih', 'stdkx', 'kasih', 'tau', 'bhwa', 'msuk', 'kesna', 'd', 'lrng']",purnamafreddy btul bnget jngn mntang ank mntan presiden jdi seenakx ajha ni nmax ortu ngk ddik ank biarpun ank msih stdkx kasih tau bhwa msuk kesna d lrng
370,basherrl heh kontol jan sok pemes kamu di rp muka kek memek org tua kamu kek monyet agama kamu aje agama kontol,twitter,1,0,0,1,"['basherrl', 'heh', 'kontol', 'jan', 'sok', 'pemes', 'kamu', 'di', 'rp', 'muka', 'kek', 'memek', 'org', 'tua', 'kamu', 'kek', 'monyet', 'agama', 'kamu', 'aje', 'agama', 'kontol']","['basherrl', 'heh', 'kontol', 'jan', 'sok', 'pemes', 'rp', 'muka', 'kek', 'memek', 'org', 'tua', 'kek', 'monyet', 'agama', 'aje', 'agama', 'kontol']",basherrl heh kontol jan sok pemes rp muka kek memek org tua kek monyet agama aje agama kontol
371,aah oh aahh ahh honeytengal nithasweetyx oohh km keluarin beb kontol aq masik lagi d memek km ahh oohh ahh,twitter,1,0,0,0,"['aah', 'oh', 'aahh', 'ahh', 'honeytengal', 'nithasweetyx', 'oohh', 'km', 'keluarin', 'beb', 'kontol', 'aq', 'masik', 'lagi', 'd', 'memek', 'km', 'ahh', 'oohh', 'ahh']","['aah', 'oh', 'aahh', 'ahh', 'honeytengal', 'nithasweetyx', 'oohh', 'km', 'keluarin', 'beb', 'kontol', 'aq', 'masik', 'd', 'memek', 'km', 'ahh', 'oohh', 'ahh']",aah oh aahh ahh honeytengal nithasweetyx oohh km keluarin beb kontol aq masik d memek km ahh oohh ahh
372,enakan dicintai gan karena cewek pakai perasaan dan kalau doi lebih mencintai kita maka apapun akan diberikannya termasuk tubuhnya nnakhirnya bisa kita ewek dia sepuasnya,kaskus,1,0,0,0,"['enakan', 'dicintai', 'gan', 'karena', 'cewek', 'pakai', 'perasaan', 'dan', 'kalau', 'doi', 'lebih', 'mencintai', 'kita', 'maka', 'apapun', 'akan', 'diberikannya', 'termasuk', 'tubuhnya', 'nnakhirnya', 'bisa', 'kita', 'ewek', 'dia', 'sepuasnya']","['enakan', 'dicintai', 'gan', 'cewek', 'pakai', 'perasaan', 'doi', 'mencintai', 'apapun', 'tubuhnya', 'nnakhirnya', 'ewek', 'sepuasnya']",enakan dicintai gan cewek pakai perasaan doi mencintai apapun tubuhnya nnakhirnya ewek sepuasnya
373,menteri goblok kompasiana hlkompasiana bu menteri puan inilah menu makan malam kami yang di papua oleh afdillah chudiel,twitter,0,0,0,0,"['menteri', 'goblok', 'kompasiana', 'hlkompasiana', 'bu', 'menteri', 'puan', 'inilah', 'menu', 'makan', 'malam', 'kami', 'yang', 'di', 'papua', 'oleh', 'afdillah', 'chudiel']","['menteri', 'goblok', 'kompasiana', 'hlkompasiana', 'bu', 'menteri', 'puan', 'menu', 'makan', 'malam', 'papua', 'afdillah', 'chudiel']",menteri goblok kompasiana hlkompasiana bu menteri puan menu makan malam papua afdillah chudiel
374,kau pendikan tinggi tapi bodoh gk ada larang bawa agama biar orang islam yg di bayar ahok sadar gk jadi milih ahok gla,twitter,0,1,0,1,"['kau', 'pendikan', 'tinggi', 'tapi', 'bodoh', 'gk', 'ada', 'larang', 'bawa', 'agama', 'biar', 'orang', 'islam', 'yg', 'di', 'bayar', 'ahok', 'sadar', 'gk', 'jadi', 'milih', 'ahok', 'gla']","['kau', 'pendikan', 'bodoh', 'gk', 'larang', 'bawa', 'agama', 'biar', 'orang', 'islam', 'yg', 'bayar', 'ahok', 'sadar', 'gk', 'milih', 'ahok', 'gla']",kau pendikan bodoh gk larang bawa agama biar orang islam yg bayar ahok sadar gk milih ahok gla
375,mas fattah nyoba ini psti krna sperma encer ya klo untuk melancarkan haid gak mngkn kan mas gak prnh haid,instagram,0,0,0,1,"['mas', 'fattah', 'nyoba', 'ini', 'psti', 'krna', 'sperma', 'encer', 'ya', 'klo', 'untuk', 'melancarkan', 'haid', 'gak', 'mngkn', 'kan', 'mas', 'gak', 'prnh', 'haid']","['mas', 'fattah', 'nyoba', 'psti', 'krna', 'sperma', 'encer', 'klo', 'melancarkan', 'haid', 'gak', 'mngkn', 'mas', 'gak', 'prnh', 'haid']",ma fattah nyoba psti krna sperma encer klo melancarkan haid gak mngkn ma gak prnh haid
376,mendinglah dari pada pendeta yang bunuh anak asuhnya di gereja dah jadi mayat baru di entiaw,kaskus,1,0,0,1,"['mendinglah', 'dari', 'pada', 'pendeta', 'yang', 'bunuh', 'anak', 'asuhnya', 'di', 'gereja', 'dah', 'jadi', 'mayat', 'baru', 'di', 'entiaw']","['mendinglah', 'pendeta', 'bunuh', 'anak', 'asuhnya', 'gereja', 'dah', 'mayat', 'entiaw']",mendinglah pendeta bunuh anak asuhnya gereja dah mayat entiaw
